item_id,good_sentence,bad_sentence,good_human_score,bad_human_score,trial_type,voice
86,The cushion was lifted by the maid.,The maid was lifted by the cushion.,6.909090909090909,2.0,AI,passive
87,The servant wiped the sink.,The sink wiped the servant.,6.916666666666667,1.3636363636363635,AI,active
88,The sink was wiped by the servant.,The servant was wiped by the sink.,6.56,1.28,AI,passive
89,The domestic cleaned the wash basin.,The wash basin cleaned the domestic.,4.333333333333333,1.7083333333333333,AI,active
90,The wash basin was cleaned by the domestic.,The domestic was cleaned by the wash basin.,5.04,1.8181818181818181,AI,passive
91,The friend donned the pullover.,The pullover donned the friend.,6.3,1.96,AI,active
92,The pullover was donned by the friend.,The friend was donned by the pullover.,6.181818181818182,1.8636363636363635,AI,passive
93,The convalescent took the pill.,The pill took the convalescent.,5.782608695652174,1.48,AI,active
94,The pill was taken by the convalescent.,The convalescent was taken by the pill.,5.545454545454546,1.3478260869565217,AI,passive
95,The patient swallowed the medicine.,The medicine swallowed the patient.,6.814814814814815,1.4285714285714286,AI,active
96,The medicine was swallowed by the patient.,The patient was swallowed by the medicine.,7.0,1.2173913043478262,AI,passive
97,The hoarder hid the stash.,The stash hid the hoarder.,6.833333333333333,1.56,AI,active
98,The stash was hidden by the hoarder.,The hoarder was hidden by the stash.,6.7727272727272725,4.208333333333333,AI,passive
99,The packrat concealed the stockpile.,The stockpile concealed the packrat.,5.44,4.095238095238095,AI,active
100,The stockpile was concealed by the packrat.,The packrat was concealed by the stockpile.,5.954545454545454,5.105263157894737,AI,passive
101,The reporter abandoned the story.,The story abandoned the reporter.,6.625,1.5454545454545454,AI,active
102,The story was abandoned by the reporter.,The reporter was abandoned by the story.,6.583333333333333,1.6666666666666667,AI,passive
103,The journalist ditched the article.,The article ditched the journalist.,6.136363636363637,1.68,AI,active
104,The article was ditched by the journalist.,The journalist was ditched by the article.,5.916666666666667,1.2916666666666667,AI,passive
105,The carnivore ate the steak.,The steak ate the carnivore.,6.76,1.1818181818181819,AI,active
106,The steak was eaten by the carnivore.,The carnivore was eaten by the steak.,6.565217391304348,1.125,AI,passive
107,The meat-eater devoured the filet.,The filet devoured the meat-eater.,6.318181818181818,1.0909090909090908,AI,active
108,The filet was devoured by the meat-eater.,The meat-eater was devoured by the filet.,6.6,1.28,AI,passive
109,The man drank the soda.,The soda drank the man.,6.909090909090909,1.2083333333333333,AI,active
110,The soda was drunk by the man.,The man was drunk by the soda.,6.5,1.12,AI,passive
111,The teacher bought the laptop.,The laptop bought the teacher.,7.0,1.16,AI,active
112,The laptop was bought by the teacher.,The teacher was bought by the laptop.,6.956521739130435,1.0,AI,passive
113,The instructor purchased the computer.,The computer purchased the instructor.,6.72,1.3181818181818181,AI,active
114,The computer was purchased by the instructor.,The instructor was purchased by the computer.,6.695652173913044,1.0,AI,passive
115,The lady cooked the supper.,The supper cooked the lady.,6.909090909090909,1.2173913043478262,AI,active
116,The supper was cooked by the lady.,The lady was cooked by the supper.,6.925925925925926,1.8571428571428572,AI,passive
117,The woman prepared the dinner.,The dinner prepared the woman.,6.916666666666667,1.4583333333333333,AI,active
118,The dinner was prepared by the woman.,The woman was prepared by the dinner.,6.96,1.2727272727272727,AI,passive
119,The traveler lost the souvenir.,The souvenir lost the traveler.,6.64,1.0416666666666667,AI,active
120,The souvenir was lost by the traveler.,The traveler was lost by the souvenir.,6.090909090909091,1.28,AI,passive
121,The sightseer misplaced the memento.,The memento misplaced the sightseer.,6.5,1.6521739130434783,AI,active
122,The memento was misplaced by the sightseer.,The sightseer was misplaced by the memento.,6.043478260869565,1.52,AI,passive
123,The comedian confirmed the itinerary.,The itinerary confirmed the comedian.,6.041666666666667,2.4285714285714284,AI,active
124,The itinerary was confirmed by the comedian.,The comedian was confirmed by the itinerary.,5.84,3.68,AI,passive
125,The humorist verified the schedule.,The schedule verified the humorist.,5.391304347826087,2.0,AI,active
126,The schedule was verified by the humorist.,The humorist was verified by the schedule.,4.96,1.1818181818181819,AI,passive
127,The woodworker skimmed the brochure.,The brochure skimmed the woodworker.,6.304347826086956,1.2962962962962963,AI,active
128,The brochure was skimmed by the woodworker.,The woodworker was skimmed by the brochure.,5.136363636363637,1.0,AI,passive
129,The guide reached the target.,The target reached the guide.,6.277777777777778,3.272727272727273,AI,active
130,The target was reached by the guide.,The guide was reached by the target.,6.782608695652174,2.25,AI,passive
131,The townsperson farmed the grain.,The grain farmed the townsperson.,5.666666666666667,1.2727272727272727,AI,active
132,The grain was farmed by the townsperson.,The townsperson was farmed by the grain.,6.136363636363637,1.565217391304348,AI,passive
133,The villager cultivated the crop.,The crop cultivated the villager.,6.7727272727272725,1.3478260869565217,AI,active
134,The crop was cultivated by the villager.,The villager was cultivated by the crop.,6.916666666666667,1.3888888888888888,AI,passive
135,The mentor revised the manuscript.,The manuscript revised the mentor.,6.333333333333333,1.52,AI,active
136,The manuscript was revised by the mentor.,The mentor was revised by the manuscript.,6.2,1.1666666666666667,AI,passive
137,The advisor edited the paper.,The paper edited the advisor.,6.4,1.0,AI,active
138,The paper was edited by the advisor.,The advisor was edited by the paper.,6.041666666666667,2.0416666666666665,AI,passive
139,The accountant made the chart.,The chart made the accountant.,7.0,1.9,AI,active
140,The chart was made by the accountant.,The accountant was made by the chart.,6.84,1.2727272727272727,AI,passive
141,The bookkeeper created the graph.,The graph created the bookkeeper.,6.565217391304348,1.16,AI,active
142,The graph was created by the bookkeeper.,The bookkeeper was created by the graph.,6.545454545454546,1.3478260869565217,AI,passive
143,The logger felled the pine tree.,The pine tree felled the logger.,6.15,2.0,AI,active
144,The pine tree was felled by the logger.,The logger was felled by the pine tree.,6.318181818181818,2.0,AI,passive
145,The tycoon ran the company.,The company ran the tycoon.,6.391304347826087,1.5833333333333333,AI,active
146,The company was run by the tycoon.,The tycoon was run by the company.,6.222222222222222,1.7727272727272727,AI,passive
147,The mogul governed the corporation.,The corporation governed the mogul.,5.88,3.9545454545454546,AI,active
148,The corporation was governed by the mogul.,The mogul was governed by the corporation.,6.136363636363637,3.45,AI,passive
149,The campaigner biased the ballot.,The ballot biased the campaigner.,3.9166666666666665,2.3333333333333335,AI,active
150,The ballot was biased by the campaigner.,The campaigner was biased by the ballot.,3.909090909090909,3.090909090909091,AI,passive
151,The activist prejudiced the vote.,The vote prejudiced the activist.,4.7727272727272725,3.227272727272727,AI,active
152,The vote was prejudiced by the activist.,The activist was prejudiced by the vote.,4.608695652173913,4.2592592592592595,AI,passive
153,The stewardess pulled the suitcase.,The suitcase pulled the stewardess.,6.636363636363637,1.4166666666666667,AI,active
154,The suitcase was pulled by the stewardess.,The stewardess was pulled by the suitcase.,6.666666666666667,2.12,AI,passive
155,The flight-attendant dragged the luggage.,The luggage dragged the flight-attendant.,6.55,1.9545454545454546,AI,active
156,The luggage was dragged by the flight-attendant.,The flight-attendant was dragged by the luggage.,6.863636363636363,1.8888888888888888,AI,passive
157,The congressman delivered the speech.,The speech delivered the congressman.,7.0,1.1363636363636365,AI,active
158,The speech was delivered by the congressman.,The congressman was delivered by the speech.,7.0,1.0,AI,passive
159,The representative gave the address.,The address gave the representative.,6.32,1.125,AI,active
160,The address was given by the representative.,The representative was given by the address.,6.590909090909091,1.48,AI,passive
161,The sheriff inspected the estate.,The estate inspected the sheriff.,6.409090909090909,1.8333333333333333,AI,active
162,The estate was inspected by the sheriff.,The sheriff was inspected by the estate.,6.56,2.238095238095238,AI,passive
163,The constable examined the property.,The property examined the constable.,6.590909090909091,1.0,AI,active
164,The property was examined by the constable.,The constable was examined by the property.,6.3,1.72,AI,passive
165,The celebrity signed the photograph.,The photograph signed the celebrity.,6.791666666666667,1.5,AI,active
166,The photograph was signed by the celebrity.,The celebrity was signed by the photograph.,6.681818181818182,1.375,AI,passive
167,The star autographed the picture.,The picture autographed the star.,6.5,1.6956521739130435,AI,active
168,The picture was autographed by the star.,The star was autographed by the picture.,6.296296296296297,2.227272727272727,AI,passive
169,The nanny tutored the boy.,The boy tutored the nanny.,6.818181818181818,3.2,AAN,active
170,The boy was tutored by the nanny.,The nanny was tutored by the boy.,6.863636363636363,2.6818181818181817,AAN,passive
171,The governess instructed the lad.,The lad instructed the governess.,5.909090909090909,3.9545454545454546,AAN,active
172,The lad was instructed by the governess.,The governess was instructed by the lad.,6.45,3.04,AAN,passive
173,The blackmailer threatened the senator.,The senator threatened the blackmailer.,6.545454545454546,5.041666666666667,AAN,active
174,The senator was threatened by the blackmailer.,The blackmailer was threatened by the senator.,6.481481481481482,4.833333333333333,AAN,passive
175,The extortionist menaced the legislator.,The legislator menaced the extortionist.,5.277777777777778,4.95,AAN,active
176,The legislator was menaced by the extortionist.,The extortionist was menaced by the legislator.,6.136363636363637,4.590909090909091,AAN,passive
177,The artist portrayed the philosopher.,The philosopher portrayed the artist.,5.791666666666667,4.2592592592592595,AAN,active
178,The philosopher was portrayed by the artist.,The artist was portrayed by the philosopher.,5.739130434782608,4.818181818181818,AAN,passive
179,The painter depicted the thinker.,The thinker depicted the painter.,6.368421052631579,3.727272727272727,AAN,active
180,The thinker was depicted by the painter.,The painter was depicted by the thinker.,6.619047619047619,2.6666666666666665,AAN,passive
181,The mechanic berated the intern.,The intern berated the mechanic.,5.888888888888889,4.833333333333333,AAN,active
182,The intern was berated by the mechanic.,The mechanic was berated by the intern.,5.7727272727272725,4.791666666666667,AAN,passive
183,The technician rebuked the aide.,The aide rebuked the technician.,5.45,5.136363636363637,AAN,active
184,The aide was rebuked by the technician.,The technician was rebuked by the aide.,5.956521739130435,5.222222222222222,AAN,passive
185,The fairy enchanted the troll.,The troll enchanted the fairy.,4.0,3.5217391304347827,AAN,active
186,The troll was enchanted by the fairy.,The fairy was enchanted by the troll.,3.9166666666666665,2.7777777777777777,AAN,passive
187,The pixie mesmerized the ogre.,The ogre mesmerized the pixie.,3.5454545454545454,3.9545454545454546,AAN,active
188,The ogre was mesmerized by the pixie.,The pixie was mesmerized by the ogre.,3.4444444444444446,2.590909090909091,AAN,passive
189,The orderly assisted the dentist.,The dentist assisted the orderly.,4.833333333333333,5.5,AAN,active
190,The dentist was assisted by the orderly.,The orderly was assisted by the dentist.,4.958333333333333,4.222222222222222,AAN,passive
191,The nurse helped the orthodontist.,The orthodontist helped the nurse.,6.545454545454546,5.8,AAN,active
192,The orthodontist was helped by the nurse.,The nurse was helped by the orthodontist.,5.96,5.818181818181818,AAN,passive
193,The owner evicted the tenant.,The tenant evicted the owner.,7.0,1.75,AAN,active
194,The tenant was evicted by the owner.,The owner was evicted by the tenant.,6.833333333333333,1.0,AAN,passive
195,The critic attacked the conservative.,The conservative attacked the critic.,6.045454545454546,6.416666666666667,AAN,active
196,The conservative was attacked by the critic.,The critic was attacked by the conservative.,6.592592592592593,6.041666666666667,AAN,passive
197,The reviewer criticized the right-winger.,The right-winger criticized the reviewer.,6.2592592592592595,6.476190476190476,AAN,active
198,The right-winger was criticized by the reviewer.,The reviewer was criticized by the right-winger.,6.545454545454546,6.695652173913044,AAN,passive
199,The admirer badgered the director.,The director badgered the admirer.,5.0,5.285714285714286,AAN,active
200,The director was badgered by the admirer.,The admirer was badgered by the director.,5.958333333333333,4.791666666666667,AAN,passive
201,The fan pestered the filmmaker.,The filmmaker pestered the fan.,6.681818181818182,3.909090909090909,AAN,active
202,The filmmaker was pestered by the fan.,The fan was pestered by the filmmaker.,6.833333333333333,4.0,AAN,passive
203,The paramedic revived the youth.,The youth revived the paramedic.,6.28,3.9545454545454546,AAN,active
204,The youth was revived by the paramedic.,The paramedic was revived by the youth.,6.782608695652174,3.1739130434782608,AAN,passive
205,The EMT resuscitated the youngster.,The youngster resuscitated the EMT.,6.285714285714286,3.5,AAN,active
206,The youngster was resuscitated by the EMT.,The EMT was resuscitated by the youngster.,6.608695652173913,3.7777777777777777,AAN,passive
207,The prankster duped the marketer.,The marketer duped the prankster.,6.7272727272727275,5.217391304347826,AAN,active
208,The marketer was duped by the prankster.,The prankster was duped by the marketer.,6.565217391304348,5.24,AAN,passive
209,The joker tricked the distributor.,The distributor tricked the joker.,6.363636363636363,4.5,AAN,active
210,The distributor was tricked by the joker.,The joker was tricked by the distributor.,5.65,4.590909090909091,AAN,passive
211,The playboy courted the damsel.,The damsel courted the playboy.,6.333333333333333,5.481481481481482,AAN,active
212,The damsel was courted by the playboy.,The playboy was courted by the damsel.,6.208333333333333,5.954545454545454,AAN,passive
213,The womanizer wooed the maiden.,The maiden wooed the womanizer.,6.2727272727272725,5.130434782608695,AAN,active
214,The maiden was wooed by the womanizer.,The womanizer was wooed by the maiden.,5.925925925925926,5.363636363636363,AAN,passive
215,The nomad cherished the clergyman.,The clergyman cherished the nomad.,5.0,4.333333333333333,AAN,active
216,The clergyman was cherished by the nomad.,The nomad was cherished by the clergyman.,5.190476190476191,5.208333333333333,AAN,passive
217,The vagabond revered the priest.,The priest revered the vagabond.,5.1,3.64,AAN,active
218,The priest was revered by the vagabond.,The vagabond was revered by the priest.,5.7272727272727275,3.5,AAN,passive
219,The assassin shot the statesman.,The statesman shot the assassin.,6.5,3.6666666666666665,AAN,active
220,The statesman was shot by the assassin.,The assassin was shot by the statesman.,6.590909090909091,4.826086956521739,AAN,passive
221,The hit man killed the politician.,The politician killed the hit man.,6.5,4.0,AAN,active
222,The politician was killed by the hit man.,The hit man was killed by the politician.,6.36,4.12,AAN,passive
223,The clerk charged the elderly person.,The elderly person charged the clerk.,6.111111111111111,3.4761904761904763,AAN,active
224,The elderly person was charged by the clerk.,The clerk was charged by the elderly person.,6.695652173913044,3.7083333333333335,AAN,passive
225,The cashier billed the senior citizen.,The senior citizen billed the cashier.,6.681818181818182,2.44,AAN,active
226,The senior citizen was billed by the cashier.,The cashier was billed by the senior citizen.,6.4,2.8333333333333335,AAN,passive
227,The mediator rescued the hostage.,The hostage rescued the mediator.,6.25,2.909090909090909,AAN,active
228,The hostage was rescued by the mediator.,The mediator was rescued by the hostage.,6.625,2.740740740740741,AAN,passive
229,The negotiator saved the captive.,The captive saved the negotiator.,6.666666666666667,3.6,AAN,active
230,The captive was saved by the negotiator.,The negotiator was saved by the captive.,6.5,3.6818181818181817,AAN,passive
231,The detective found the assailant.,The assailant found the detective.,6.863636363636363,3.6956521739130435,AAN,active
232,The assailant was found by the detective.,The detective was found by the assailant.,6.875,3.5555555555555554,AAN,passive
233,The sleuth located the attacker.,The attacker located the sleuth.,5.608695652173913,5.518518518518518,AAN,active
234,The attacker was located by the sleuth.,The sleuth was located by the attacker.,5.545454545454546,4.681818181818182,AAN,passive
235,The artisan trained the apprentice.,The apprentice trained the artisan.,6.695652173913044,2.3043478260869565,AAN,active
236,The apprentice was trained by the artisan.,The artisan was trained by the apprentice.,6.56,2.4545454545454546,AAN,passive
237,The craftsman taught the trainee.,The trainee taught the craftsman.,6.65,3.409090909090909,AAN,active
238,The trainee was taught by the craftsman.,The craftsman was taught by the trainee.,7.0,3.0555555555555554,AAN,passive
239,The biker defied the trainer.,The trainer defied the biker.,5.818181818181818,5.125,AAN,active
240,The trainer was defied by the biker.,The biker was defied by the trainer.,4.666666666666667,5.08,AAN,passive
241,The cyclist disobeyed the coach.,The coach disobeyed the cyclist.,6.714285714285714,3.9545454545454546,AAN,active
242,The coach was disobeyed by the cyclist.,The cyclist was disobeyed by the coach.,5.944444444444445,3.35,AAN,passive
243,The speaker engrossed the audience.,The audience engrossed the speaker.,6.913043478260869,3.2083333333333335,AAN,active
244,The audience was engrossed by the speaker.,The speaker was engrossed by the audience.,6.388888888888889,4.0,AAN,passive
245,The genius shocked the cousin.,The cousin shocked the genius.,5.956521739130435,5.36,AAN,active
246,The cousin was shocked by the genius.,The genius was shocked by the cousin.,6.409090909090909,5.043478260869565,AAN,passive
247,The prodigy surprised the relative.,The relative surprised the prodigy.,5.777777777777778,5.428571428571429,AAN,active
248,The relative was surprised by the prodigy.,The prodigy was surprised by the relative.,6.2727272727272725,5.909090909090909,AAN,passive
249,The smuggler bribed the bureaucrat.,The bureaucrat bribed the smuggler.,6.44,5.363636363636363,AAN,active
250,The bureaucrat was bribed by the smuggler.,The smuggler was bribed by the bureaucrat.,6.565217391304348,5.304347826086956,AAN,passive
251,The amateur irked the maestro.,The maestro irked the amateur.,6.08,5.7727272727272725,AAN,active
252,The maestro was irked by the amateur.,The amateur was irked by the maestro.,6.545454545454546,5.45,AAN,passive
253,The novice irritated the virtuoso.,The virtuoso irritated the novice.,5.708333333333333,5.055555555555555,AAN,active
254,The virtuoso was irritated by the novice.,The novice was irritated by the virtuoso.,6.2727272727272725,6.090909090909091,AAN,passive
255,The lawyer questioned the witness.,The witness questioned the lawyer.,7.0,3.526315789473684,AAN,active
256,The witness was questioned by the lawyer.,The lawyer was questioned by the witness.,6.863636363636363,3.6818181818181817,AAN,passive
257,The attorney interrogated the bystander.,The bystander interrogated the attorney.,6.2272727272727275,3.4583333333333335,AAN,active
258,The bystander was interrogated by the attorney.,The attorney was interrogated by the bystander.,6.111111111111111,4.3478260869565215,AAN,passive
259,The singer disappointed the enthusiast.,The enthusiast disappointed the singer.,5.909090909090909,4.454545454545454,AAN,active
260,The enthusiast was disappointed by the singer.,The singer was disappointed by the enthusiast.,6.0,5.037037037037037,AAN,passive
261,The vocalist disillusioned the connoisseur.,The connoisseur disillusioned the vocalist.,4.166666666666667,4.296296296296297,AAN,active
262,The connoisseur was disillusioned by the vocalist.,The vocalist was disillusioned by the connoisseur.,5.041666666666667,4.5,AAN,passive
263,The chauffeur drove the diplomat.,The diplomat drove the chauffeur.,6.380952380952381,2.0,AAN,active
264,The diplomat was driven by the chauffeur.,The chauffeur was driven by the diplomat.,6.65,2.84,AAN,passive
265,The driver transported the ambassador.,The ambassador transported the driver.,6.857142857142857,3.0869565217391304,AAN,active
266,The ambassador was transported by the driver.,The driver was transported by the ambassador.,6.739130434782608,2.8,AAN,passive
267,The guard apprehended the prisoner.,The prisoner apprehended the guard.,6.6,2.76,AAN,active
268,The prisoner was apprehended by the guard.,The guard was apprehended by the prisoner.,7.0,2.3636363636363638,AAN,passive
269,The warden caught the inmate.,The inmate caught the warden.,6.782608695652174,2.8260869565217392,AAN,active
270,The inmate was caught by the warden.,The warden was caught by the inmate.,6.8,2.9545454545454546,AAN,passive
271,The tailor costumed the dancer.,The dancer costumed the tailor.,5.954545454545454,3.05,AAN,active
272,The dancer was costumed by the tailor.,The tailor was costumed by the dancer.,5.48,2.3181818181818183,AAN,passive
273,The dressmaker attired the ballerina.,The ballerina attired the dressmaker.,5.111111111111111,2.5,AAN,active
274,The ballerina was attired by the dressmaker.,The dressmaker was attired by the ballerina.,6.521739130434782,2.625,AAN,passive
275,The principal scolded the child.,The child scolded the principal.,6.75,3.0833333333333335,AAN,active
276,The child was scolded by the principal.,The principal was scolded by the child.,6.681818181818182,3.0,AAN,passive
277,The headmaster reprimanded the kid.,The kid reprimanded the headmaster.,6.869565217391305,2.64,AAN,active
278,The kid was reprimanded by the headmaster.,The headmaster was reprimanded by the kid.,6.454545454545454,2.5217391304347827,AAN,passive
279,The lord named the heir.,The heir named the lord.,6.583333333333333,3.727272727272727,AAN,active
280,The heir was named by the lord.,The lord was named by the heir.,6.16,3.68,AAN,passive
281,The baron chose the successor.,The successor chose the baron.,6.125,4.041666666666667,AAN,active
282,The successor was chosen by the baron.,The baron was chosen by the successor.,6.28,5.285714285714286,AAN,passive
283,The cop restrained the rioter.,The rioter restrained the cop.,6.714285714285714,4.173913043478261,AAN,active
284,The rioter was restrained by the cop.,The cop was restrained by the rioter.,6.888888888888889,3.8095238095238093,AAN,passive
